URI	Index Page	Entry	Refs	Alternate Names	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3
https://usaybia.net/place/459	474	"Qaṭīʿat al-Raqīq (or al-Daqīq), a fiefdom in Baghdad; `see also` Bīʿat Mār Tūmā"	10.22.3		al-Daqīq			
https://usaybia.net/place/460	474	al-Qāṭūl (‘canal’), a district of Samarra	"8.20.5; 8.20.6"		‘canal’			
https://usaybia.net/place/461	474	Qaṭwān Steppe	11.14n					
	474	al-Qayrawān `see` Kairouan				Kairouan		
	474	Qaysāriyyah or Qaysariyyah `see` Caesarea				Caesarea		
https://usaybia.net/place/462	474	Qazwīn, a town and district northwest of Tehran and south of Gīlān, in northern Persia	"8.20.11; 11.13.3.3"					
https://usaybia.net/place/463	474	al-Qilījiyyah Law College, al-Madrasah al-Qilījiyyah, in Damascus	15.52.1	al-Madrasah al-Qilījiyyah				
https://usaybia.net/place/464	474	Qubādir Zubayrūn, of uncertain identity, possibly Qanādir in Iṣfahān or Qānariz near Nīshapur	8.10.4					
	474	al-Quds `see` Jerusalem				Jerusalem		
https://usaybia.net/place/465	474	Qūliyāthā, an estate near Wāsiṭ	10.62.3(p)					
https://usaybia.net/place/466	474	Qurrah, village near Smyrna	5.1.16.2					
	474	Qurṭubah `see` Cordova				Cordova		
https://usaybia.net/place/467	474	Qūṣ, town in Upper Egypt not far from modern Luxor	13.59.3					
https://usaybia.net/place/468	474	Qusṭanṭīnah (Constantine), city in present-day Algeria	13.58.4.3(p)	Constantine	Constantine			
	474	al-Qusṭanṭīniyyah `see` Constantinople				Constantinople		
https://usaybia.net/place/469	474	Quṭrabbul, a village not far from Baghdad	"8.1.1; 8.27.4"					
https://usaybia.net/place/470	474	al-Rabadhah, a way station on the main pilgrimage route between Kufa and Mecca	8.8.3					
https://usaybia.net/place/471	474	Raḍwā, Mt., a mountain in Arabia	7.5.6(p)					
https://usaybia.net/place/472	474	"al-Raḥbah (or Raḥbat Mālik ibn Ṭawq or Raḥbat al-Shām), a town on the right bank of the Euphrates; modern al-Mayādīn in eastern Syria"	"10.53; 10.69.3.7; 15.36.1"		Raḥbat Mālik ibn Ṭawq, Raḥbat al-Shām			
https://usaybia.net/place/473	474	al-Rāhib, a place on the road between Samarra and Damascus	7.8.3					
https://usaybia.net/place/474	474	al-Ramlah, a town on the coastal plain west-northwest of Jerusalem	14.14.3					
https://usaybia.net/place/475	474	Raqqa (al-Raqqah), a city on the north bank of the Euphrates, about 160 kilometres east of Aleppo, Syria	"7.5.3n; 8.3.13; 8.8.6; 10.8.11; 10.17.n; 14.50n; 15.2; 15.32n; 15.52.1; 15.52.2 no. 1"		al-Raqqah			
https://usaybia.net/place/476	474	Raqqādah, palace city of the Aghlabids southwest of Kairaouan	13.2.2.2					
	474	Raʾs al-ʿAyn `see` Rēsh ʿAynā				Rēsh ʿAynā		
	474	al-Rawḍah `see` al-Jazīrah (Jazīrat Miṣr)			Jazīrat Miṣr	al-Jazīrah (Jazīrat Miṣr)		
https://usaybia.net/place/477	474	Rayy (or al-Rayy), a town near the modern city of Tehran	"1.10n; 6.4n; 7.7.2n; 8.5.2; 8.5.3; 8.5.4; 8.10.2; 8.10.3; 11.5.1; 11.5.7; 11.5.9; 11.5.11; 11.5.12; 11.5.14n.; 11.5.22; 11.6; 11.9.2.4(p); 11.13.3.3; 11.13.7.9(p); 11.13.8 no. 11; 11.19.1; 11.19.4; 11.19.5; 11.19.6.1; 11.20; 15.19; 15.21; 15.21 no. 3; 15.31 no. 5; 15.40.9 no. 19; 15.59 no. 1"		al-Rayy			
https://usaybia.net/place/478	474	Rēsh ʿAynā (Raʾs al-ʿAyn), an ancient city on the modern Syria-Turkey border, today forming a single divided city with Ceylanpınar in Turkey	"5.1.8.2n; 5.1.16.1; 8.29.3; 8.29.8n; 9.24"	Raʾs al-ʿAyn	Raʾs al-ʿAyn			
https://usaybia.net/place/479	474	Rhodes, the largest island in the Dodecanese island chain off the Anatolian coast of Turkey	"1.1; 4.1.1; 4.1.11.3n; 4.6.13.2n; 15.1"					
https://usaybia.net/place/480	474	Ribāṭ al-Fatḥ, district in north-west Morocco	13.64.2.1					
	474	Roda `see` al-Jazīrah (Jazīrat Miṣr)			Jazīrat Miṣr	al-Jazīrah (Jazīrat Miṣr)		
	474	Roman Sea `see` Mediterranean Sea				Mediterranean Sea		
https://usaybia.net/place/481	474	Rome (Rūmiyah)	"1.8n; 1.10n; 2.1.2; 4.1.9.2; 4.1.10.4n; 4.1.11.2n; 4.3.4.2n; 4.4.2.3; 4.6.13.2n; 5.1.9; 5.1.10.1; 5.1.11; 5.1.17; 5.1.19; 5.1.21.1; 5.1.21.2; 5.1.25; 5.1.26; 5.1.37 no. 37; 15.1.2; 15.11.2.1(p)"	Rūmiyah	Rūmiyah			
https://usaybia.net/place/482	474	al-Ruhā or al-Ruhāʾ (Edessa, modern Urfa), ancient city now in northern Mesopotamia	"9.7n; 9.25; 9.33; 10.57n; 11.13.7.9(p); 14.50; 14.51.2; 14.54.3; 15.11.2"	Edessa, Şanlıurfa, Urfa	Edessa, Urfa			
	474	Rūmiyah `see` Rome				Rome		
	474	Sabta `see` Ceuta				Ceuta		
https://usaybia.net/place/483	474	Sābūr Khwāst, a town between Khuzestan and Isfahan	"11.13.3.10; 11.13.8 no. 14"					
https://usaybia.net/place/484	474	al-Ṣafrāʾ, a place 17 miles from Badr in the Ḥijāz	"7.2.3; 7.2.4"					
https://usaybia.net/place/485	474	Saint Acisclo Church, church in Cordova	13.14					
https://usaybia.net/place/486	475	Salé (Salā), coastal city in north-western Morocco	13.64.2.1		Salā			
	475	Ṣalkhad `see` Ṣarkhad				Ṣarkhad		
https://usaybia.net/place/487	475	Ṣamʿ, unidentified village near Aleppo	15.15					
https://usaybia.net/place/488	475	Samanqān, town in Khorasan	11.13.2.11					
https://usaybia.net/place/489	475	Samarkand (or Samarqand), a city in modern-day Uzbekistan	"8.11n; 11.19.5; 11.22; 11.23"		Samarqand			
https://usaybia.net/place/490	475	Samarra (Sāmarrāʾ, Surra Man Raʾā), a town on the east bank of the middle Tigris in Iraq, north of Baghdad	"7.8.3; 8.2.3; 8.4.3n; 8.4.7; 8.12.2; 8.20.4n; 8.20.5; 8.20.7n; 8.25.7n; 8.26.18; 10.1.7n; 10.44.5 no. 5n; 11.3"	Surra Man Raʾā	Sāmarrāʾ, Surra Man Raʾā			
https://usaybia.net/place/491	475	al-Samāwah, the steppe and desert lands between southern Iraq and Syria	10.64.18					
https://usaybia.net/place/492	475	al-Sāmir, possibly = Samarra	11.13.7.9(p)					
https://usaybia.net/place/493	475	Samos, an island off the western coast of						
https://usaybia.net/place/494	475	Anatolia	"2.1.1n; 4.1.11.3n; 4.3.4.1; 4.3.4.3"	Bilād al-Rūm				
https://usaybia.net/place/495	475	Samosata (Sumaysāṭ), an ancient city in south-east Anatolia on the upper Euphrates	15.28	Sumaysāṭ	Sumaysāṭ			
https://usaybia.net/place/496	475	Sanaa (Ṣanʿāʾ), in Yemen	15.18.2(p)		Ṣanʿāʾ			
	475	Şanlıurfa (or Urfa) `see` al-Ruhā			Urfa	al-Ruhā		
https://usaybia.net/place/497	475	Saqṭīthā, a hamlet near Baghdad	8.11					
https://usaybia.net/place/498	475	Saragossa (Saraqusṭah, Zaragoza), city and petty kingdom in al-Andalus	"13.9; 13.29.1; 13.46; 13.50; 13.63.8.2"	Saraqusṭāh, Zaragoza	Saraqusṭah, Zaragoza			
https://usaybia.net/place/499	475	al-Ṣarāh, canal in Baghdad	10.81.5(p)					
https://usaybia.net/place/500	475	Sarakhs, town in Khorasan	"10.2.1n; 11.19.7n"					
	475	Saraqusṭāh `see` Saragossa				Saragossa		
https://usaybia.net/place/501	475	Ṣarkhad (or Ṣalkhad), a stronghold in southern Syria near the border of present-day Jordan b	"10.83; 15.23.3; 15.37.4; 15.46.3; 15.49.6; 15.60.1"	Ṣalkhad	Ṣalkhad			
https://usaybia.net/place/502	475	Ṣarṣar, a town near Baghdad	8.2					
https://usaybia.net/place/503	475	al-Sawād, the fertile alluvial plains of southern Iraq	"8.3.22; 8.4.5; 8.10.1; 8.10.4; 14.34.2n"					
https://usaybia.net/place/504	475	Sāwah, town in northern Persia	10.64.19.19					
https://usaybia.net/place/505	475	Saydnāyā (Sednaya), a city in the mountains north Damascus	15.3.1		Sednaya			
https://usaybia.net/place/506	475	Scyros, Greek island	4.3.4.1					
https://usaybia.net/place/507	475	Seville (Ishbīliyah, Sevilla), city in al-Andalus	"13.10; 13.60.1; 13.60.2; 13.61.3.1; 13.61.3.2; 13.62.2.2; 13.62.2.3; 13.62.3; 13.62.4 no. 7; 13.63.2; 13.63.5; 13.63.8.1; 13.63.8.2; 13.64.2.1; 13.64.2.2; 13.65; 13.66.3; 13.73; 13.75; 13.76; 13.77; 13.78n; 13.80.1; 13.81.1; 13.81.2; 13.86.1; 13.86.2; 13.87; 13.88.1; 15.45.1n"		Ishbīliyah, Sevilla			
	475	Shadūnah `see` Sidonia				Sidonia		
https://usaybia.net/place/508	475	Shahrazūr, district in western Kurdistan	11.13.7.9(p)					
	475	al-Shām `see` Damascus `and` Syria				Damascus	Syria	
https://usaybia.net/place/509	475	Shammāsiyyah Gate quarter, a neighbourhood on the eastern side of Baghdad	8.25.7					
https://usaybia.net/place/510	475	Shaqqā (or Shaqqah), a village in the Ḥawrān, Syria	15.27		Shaqqah			
https://usaybia.net/place/511	475	al-Sharā, a region proverbial for lions, said to be in Yemen	"10.64.17.2(p); 15.8.5(p)"					
https://usaybia.net/place/512	475	Shāsh, Tashkent, in modern Uzbekistan	8.1.4	Tashkent				
	475	Shāṭibah `see` Játiva				Játiva		
	475	al-Shawbak `see` Shoubak				Shoubak		
https://usaybia.net/place/513	475	Shiraz (Shīrāz), ancient city in the Fārs region of southwestern modern Iran	"8.5.2; 11.5.6; 11.13.3.15; 14.22.4.3n"		Shīrāz			
https://usaybia.net/place/514	475	Shirimsāḥ (or Shirmasāḥ), a town near Damietta in Lower Egypt	14.49.2		Shirmasāḥ			
https://usaybia.net/place/515	475	Shoubak (al-Shawbak), a fortress town in the Transjordan	5.1.32	al-Shawbak	al-Shawbak			
	475	Shushtar `see` Tustar				Tustar		
https://usaybia.net/place/516	475	Sicily (Ṣiqilliyah or Ṣiqilliyyah)	"4.3.4.2; 4.3.6.2 no. 17; 4.5.2; 4.6.2.1; 5.1.21.2"		Ṣiqilliyah, Ṣiqilliyyah			
https://usaybia.net/place/517	475	Sidonia (Shadūnah), city in today’s province of Cádiz (Spain)	"13.22; 13.27.1"	Medina Sidonia, Shadūnah	Shadūnah			
https://usaybia.net/place/518	475	Ṣiffīn, a place near the modern al-Raqqah, in Syria	"7.5.3; 7.10n"					
https://usaybia.net/place/519	475	"Siʿird (or Siʿirt, Isʿird; modern Siirt), a town in south-eastern Anatolia"	1.3.1		Siʿirt, Isʿird			
https://usaybia.net/place/520	475	Sijistān (Sīstān), province in eastern Iran	"2.1.1n; 15.1.3.1n"	Sīstān	Sīstān			
	475	Silvan `see` Mayyāfāriqīn				Mayyāfāriqīn		
	475	Sinai `see` Mount Sinai				Mount Sinai		
https://usaybia.net/place/521	475	Sind (al-Sind or Sindh), a region along the lower Indus River	"8.21.2; 8.21.3; 11.15"		al-Sind, Sindh			
https://usaybia.net/place/522	475	Sinjar (or Sinjār), a town in Iraq near Mount Sinjar	11.18n		Sinjār			
https://usaybia.net/place/523	475	al-Sīq, the ‘Great Lavra’ of the Dayr Mār Sābā monastery near Jerusalem	15.43.2					
	475	Sīstān `see` Sijistān				Sijistān		
https://usaybia.net/place/524	475	Smyrna, ancient Greek city of Asia Minor	"4.1.11.3n; 4.5.1n; 4.5.4n; 5.1.16.2; 5.1.25; 5.1.37 no. 36"					
https://usaybia.net/place/525	476	Stagira, ancient Greek city	"4.6.2.1; 4.6.2.2; 4.6.2.3; 4.6.3.2; 4.6.6.2"					
	476	Sumaysāṭ `see` Samosata				Samosata		
	476	Sūq al-ʿIṭr `see` Perfume Market				Perfume Market		
	476	Sūq al-Qamḥ `see` Wheat Market				Wheat Market		
https://usaybia.net/place/526	476	Sūq al-Qanādīl (Candlestick Market), a quarter in Fustat	14.32.3	Candlestick Market	Candlestick Market			
	476	Sūq al-Thalāthāʾ `see` Tuesday Market				Tuesday Market		
https://usaybia.net/place/527	476	Sūq Yaḥyā (Yaḥyā’s Market), a district on the eastern side of Baghdad	"8.8.2; 10.4.6"		Yaḥyā’s Market			
	476	Ṣūr `see` Tyre				Tyre		
https://usaybia.net/place/528	476	Sūrā, town in southern Iraq	10.4.4.2					
	476	Surra Man Raʾā `see` Samarra				Samarra		
https://usaybia.net/place/529	476	"al-Sūs (ancient Susa; modern Shūsh), a town in the southwestern province of Khuzestan"	8.3.22		Susa			
	476	Susia `see` Ṭūs				Ṭūs		
https://usaybia.net/place/530	476	al-Suwaydāʾ, a town in the Ḥawrān in southern Syria	15.57.1					
https://usaybia.net/place/531	476	Syria (al-Shām, i.e. Greater Syria, normally also including modern Syria, Jordan, Palestine/Israel, and Lebanon)	"1.5; 2.1.4; 4.1.1n; 4.2; 4.3; 5.1.37 no. 115; 7.2.3n; 7.5.2; 8.3.14n; 8.3.18n; 8.18.2; 8.20.6n; 10.38.4; 10.64.13; 10.83.4; 13.4n; 13.58.4.4; 13.86.1; 14.3n; 14.4.1; 14.4.4; 14.25.9 no. 39; 14.31.5, 6; 14.32.3n; 14.43.3 no. 1; 14.46; 14.49.2n; 14.50n; 14.51.1n; 14.54.3n; 14.54.4n; 15.1.5 no. 32; 15.4; 15.11.1; 15.17(p); 15.18.1; 15.19; 15.21; 15.23.2.1; 15.25; 15.29; 15.30; 15.31.1; 15.32; 15.36.1; 15.38; 15.40.2; 15.40.5; 15.41; 15.49.4; 15.50.3; 15.51.2; 15.34.13; 15.57.1; 15.58"	Bilād al-Shām, al-Shām	al-Shām, Greater Syria (normally also including, Syria, Jordan, Palestine, Israel, and Lebanon)			
https://usaybia.net/place/532	476	Syracuse, Greek city in Sicily	4.3.4.2n					
https://usaybia.net/place/533	476	Syrus, Greek island of the Cyclades	4.3.4.1					
https://usaybia.net/place/534	476	Ṭabarān (gates of Isfahan)	11.13.3.9		gates of Isfahan			
https://usaybia.net/place/535	476	Tabaristan (Ṭabaristān), region of northern Persia on the southern shore of the Caspian Sea	"10.5.4; 10.67.3; 11.3; 11.4; 11.5.14; 11.6"		Ṭabaristān			
https://usaybia.net/place/536	476	Tabrīz, a city in the northern region of Persia, in the Quru River valley	15.21					
https://usaybia.net/place/537	476	Tādlā, in Morocco	13.66.3n					
	476	Tadmur `see` Palmyra				Palmyra		
https://usaybia.net/place/538	476	al-Ṭāʾif, town in Arabia, approx. 65 km east of Mecca	7.1.1					
https://usaybia.net/place/539	476	Takrīt (or Tikrīt), town between Baghdad and Mosul	"10.39n; 10.68.2.1n"	Tikrīt	Tikrīt			
https://usaybia.net/place/540	476	Talavera, city in today’s province of Toledo (Spain)	13.11n					
https://usaybia.net/place/541	476	al-Ṭalīl, an unidentified locality on the way to Karak	1.11					
	476	Tall Bāshir `see` Turbessel				Turbessel		
https://usaybia.net/place/542	476	Tangier (Ṭanjah), city in Morocco	13.4n		Ṭanjah			
https://usaybia.net/place/543	476	Taormina (Tauromenium), ancient Greek city in Sicily	4.3.4.2n		Tauromenium			
	476	Ṭarābulus `see` Tripoli				Tripoli		
https://usaybia.net/place/544	476	Tarentum (Taras), ancient Greek city of southern Italy	"3.6n; 4.1.10.2n; 4.1.11.2; 4.3.4.3; 4.3.6.1"		Taras			
https://usaybia.net/place/545	476	Tarsus, ancient city in south-central Anatolia	"1.9n; 4.1.11.2; 4.1.11.3"					
https://usaybia.net/place/546	476	Ṭārum, district of Daylam in north-western Iran	11.13.3.6					
	476	Tashkent `see` Shāsh				Shāsh		
	476	Tbilisi `see` Tiflis				Tiflis		
https://usaybia.net/place/547	476	Tehran, capital of modern Iran	"1.10n; 7.1.2n"					
	476	Tenessos `see` Tinnīs				Tinnīs		
https://usaybia.net/place/548	476	Teos, ancient Greek city on the coast of Ionia	4.6.13.2n					
https://usaybia.net/place/549	476	Thabīr, Mt., a mountain in Arabia	7.5.6(p)					
https://usaybia.net/place/550	476	Thamil Lane (Darb Thamil), in Baghdad	10.81.1		Darb Thamil			
https://usaybia.net/place/551	476	al-Tharthār, a wadi in northern Mesopotamia	11.13.7.9(p)					
https://usaybia.net/place/552	476	Thasos, Greek island in northern Aegean	4.1.5n					
https://usaybia.net/place/553	476	Thrace, historical region of northern Balkan peninsula	4.6.2.1					
https://usaybia.net/place/554	476	Tiflis (Tiflīs, modern Tbilisi), capital of the modern-day republic of Georgia	"10.79; 15.2n"	Tbilisi	Tiflīs, Tbilisi			
https://usaybia.net/place/555	476	Tigris (Dijlah), one of the two great rivers of Mesopotamia	"8.26.9; 8.26.12n; 10.1.7; 10.4.6; 10.21n; 10.64.7; 10.69.3.8; 11.13.7.9(p)"	Dijlah	Dijlah			
https://usaybia.net/place/556	476	Tihāmah, the Arabian coastal plain on the Red Sea	14.47.1(p)					
	476	Tikrīt `see` Takrīt				Takrīt		
	476	Tilimsān `see` Tlemcen				Tlemcen		
https://usaybia.net/place/557	476	Tinnīs, town and lake of the eastern part of the Nile Delta, ancient Tenessos	5.1.21.1	Tenessos				
https://usaybia.net/place/558	476	Tirmidh, a town on the Oxus river	10.68.2.1(p)					
https://usaybia.net/place/559	476	Ṭīzanābādh, a town between Kufa and al-Qādisiyyah, on the pilgrim route	8.3.7					
https://usaybia.net/place/560	477	Tlemcen (Tilimsān), city in north-western Algeria	"13.81.1; 13.85"	Tilimsān	Tilimsān			
https://usaybia.net/place/561	477	Toledo (Ṭulayṭulah), city and Andalusī `ṭāʾifah` in Spain	"13.11; 13.11n; 13.38.1; 13.38.2; 13.39.2; 13.45; 13.48"	Ṭulayṭulah	Ṭulayṭulah			
https://usaybia.net/place/562	477	Tralles, ancient Greek city of south-west Anatolia	"1.1n; 4.1.10.4n"					
https://usaybia.net/place/563	477	Transoxiana (Mā warāʾ al-nahr)	11.5.14	Mā warāʾ al-Nahr	Mā warāʾ al-nahr			
https://usaybia.net/place/564	477	Tripoli (Ṭarābulus), city in Lebanon	2.1.5n	Ṭarābulus	Ṭarābulus			
https://usaybia.net/place/565	477	Tripoli (Ṭarābulus al-Gharb), city in Libya	2.1.5n	Ṭarābulus	Ṭarābulus al-Gharb			
https://usaybia.net/place/566	477	Troy, ancient city, the modern Hisarlık, Turkey	"1.1n; 2.1.5"					
https://usaybia.net/place/567	477	Trujillo (Turjālah), city in today’s province of Cáceres (Spain)	13.65	Turjālah	Turjālah			
	477	Ṭulayṭulah `see` Toledo				Toledo		
	477	Tūmā Gate `see` Bāb Tūmā				Bāb Tūmā		
https://usaybia.net/place/568	477	Tuesday Market (Sūq al-Thalāthāʾ), in Baghdad	10.76.3	Bīʿat Sūq al-Thalāthāʾ, Sūq al-Thalāthāʾ	Sūq al-Thalāthāʾ			
https://usaybia.net/place/569	477	Tunis (Tūnis), capital of today’s Tunisia	13.68.2		Tūnis			
https://usaybia.net/place/570	477	al-Ṭūr (or Ṭūr ʿAbdīn), a plateau in northern Mesopotamia	15.51.11 no. 1		Ṭūr ʿAbdīn			
	477	Ṭūr Sīnāʾ `see` Mount Sinai				Mount Sinai		
https://usaybia.net/place/571	477	Ṭurā, a town about 10 miles (15 km) south of Cairo	14.15n					
https://usaybia.net/place/572	477	"Turbessel (Tall Bāshir; modern Tellbasar Kalesi, Turkey), a castle and town in northern Syria in the valley of the Sājūr, a tributary of the Euphrates"	15.56.1	Tall Bāshir	Tall Bāshir			
	477	Turjālah `see` Trujillo				Trujillo		
https://usaybia.net/place/573	477	Ṭūs, an ancient city near Mashhad in Iran	"8.3.4; 8.29.2; 11.13.2.11; 15.24; 15.24n"	Susia				
https://usaybia.net/place/574	477	Tustar (or Shūshtar, Shūstar, Tushtar), a town in the Khuzestan province of Persia	11.10	Shushtar	Shūshtar, Shūstar, Tushtar			
https://usaybia.net/place/575	477	Tyre (Ṣūr), a city in the south of present-day Lebanon	"4.1.11.3; 4.3.4.1; 11.2; 13.4n; 15.45.1"	Ṣūr	Ṣūr			
	477	Tyrrhenia `see` Etruria				Etruria		
https://usaybia.net/place/576	477	al-ʿUdhayb (Little Sweetwater), name of several desert locations	15.49.6.1(p)		Little Sweetwater			
https://usaybia.net/place/577	477	ʿUkbarā, a town located on the east bank of the Tigris, halfway between Baghdad and Samarra	"8.5.2; 8.25.7n"					
https://usaybia.net/place/578	477	Umayyad Mosque, in Damascus	"15.19; 15.24; 15.29; 15.33; 15.34; 15.40.3; 15.57.1n"					
	477	Urfa `see` al-Ruhā				al-Ruhā		
	477	Ushūnah `see` Osuna				Osuna		
https://usaybia.net/place/579	477	Usrūshanah, the mountainous district between Samarqand and Khujand	8.11					
https://usaybia.net/place/580	477	al-Uthayl, a place near Medina	7.1.3(p)					
	477	Utrar `see` Fārāb				Fārāb		
https://usaybia.net/place/581	477	Valencia (Balansiyah), city in al-Andalus	"13.41; 13.68.1; 13.84"	Balansiyah	Balansiyah			
	477	Victory Castle `see` Ḥiṣn al-Faraj				Ḥiṣn al-Faraj		
	477	Victory Gate `see` Bāb al-Fatḥ `and` Bāb al-Naṣr				Bāb al-Fatḥ	Bāb al-Naṣr	
https://usaybia.net/place/582	477	Wādī Kanʿān (the Wadi of Kanaan, also known as ʿAyn Jālūt, Goliath’s Spring) the site in Palestine of the victory of the Mamluks over the Mongols in 658/1260	"11.13.7.9; 15.32"	ʿAyn Jālūt	the Wadi of Kanaan, ʿAyn Jālūt, Goliath’s Spring			
	477	Walnut Tree Gate `see` Bāb al-Jawz				Bāb al-Jawz		
https://usaybia.net/place/583	477	Warakhshah or Farakhshah, a town near Bokhara	10.62.1n	Barakhsh				
https://usaybia.net/place/584	477	Wāsiṭ, important mediaeval city of central Iraq	"7.9.5; 8.13.3n; 10.1.6; 10.4.8; 10.62.1; 10.62.2; 10.62.3"					
https://usaybia.net/place/585	477	Wheat Market (Sūq al-Qamḥ), in Damascus	15.35	Sūq al-Qamḥ	Sūq al-Qamḥ			
https://usaybia.net/place/586	477	Yabrūd, a large village near Saydnāyā, north of Damascus	15.3.1					
https://usaybia.net/place/587	477	Yadhbul, mountain in Arabia	11.19.3(p)					
https://usaybia.net/place/588	477	Yalamlam, a mountain in Arabia	14.32.4(p)					
https://usaybia.net/place/589	477	Yamama (al-Yamāmah), region in central and eastern Arabia	"10.1.1.4; 10.1.3; 14.47.1n"		al-Yamāmah			
	477	al-Yaman `see` Yemen				Yemen		
https://usaybia.net/place/590	477	Yemen (al-Yaman)	"1.1; 7.1.1; 8.3.16n; 8.10.2n; 8.10.4; 10.38.4; 14.32.4n; 14.33.3; 14.57.1; 15.8.1n"	al-Yaman	al-Yaman			
https://usaybia.net/place/591	477	Yūnān, said to be a ‘(pen)insula’, home of the Greeks (`see also` Ionia)	2.1.1					
	477	al-Yussānah `see` Lucena				Lucena		
https://usaybia.net/place/592	477	Zabīd, town in Yemen	14.33.3n					
https://usaybia.net/place/593	477	al-Ẓafariyyah, neighbourhood in East Baghdad	15.40.2n					
	477	Zagros Mountains `see` al-Jibāl				al-Jibāl		
	477	al-Zahrāʾ `see` Madīnat al-Zahrāʾ				Madīnat al-Zahrāʾ		
https://usaybia.net/place/594	477	Zamakhshar, in Khwārazm	15.40.9 no. 12n					
https://usaybia.net/place/595	477	Zanjān, a town and district approximately 150 kilometres west of Qazwīn	8.20.11					
https://usaybia.net/place/596	477	Zarafshān, river in Transoxiana	8.11					
	477	Zaragoza `see` Saragossa				Saragossa		
https://usaybia.net/place/597	478	al-Zawrāʾ, name of several locations, including a part of Baghdad	"10.64.17.1(p); 15.18.2n"					
https://usaybia.net/place/598	478	Zayzāʾ, a locality north of Amman, Jordan	15.32					
https://usaybia.net/place/599	478	al-Zuqāq (‘The Strait [of Gibraltar]’)	13.4n		‘The Strait [of Gibraltar]’			
