ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
		473	al-Qāhirah `see` Cairo	al-Qāhirah	al-Qāhirah							Cairo			Cairo					580	#N/A	#N/A	
449	https://usaybia.net/place/449	473	al-Qalāʾīn, a place on the western side of Baghdad	al-Qalāʾīn	al-Qalāʾīn	a place on the western side of Baghdad	a place on the western side of Baghdad	8.25.7												581	#N/A	quarter	
		473	Qalʿat Barqā `see` Castle of Barqā	Qalʿat Barqā	Qalʿat Barqā							Castle of Barqā			Castle of Barqā					582	fortification	fortification	
		473	Qalʿat Jaʿbar `see` Jaʿbar	Qalʿat Jaʿbar	Qalʿat Jaʿbar							Jaʿbar			Jaʿbar					583	#N/A	#N/A	
450	https://usaybia.net/place/450	473	Qamrā (Qamrāʾ, Qamrāw), a village near Ṣarkhad in Syria	Qamrā	Qamrā	a village near Ṣarkhad in Syria	a village near Ṣarkhad in Syria	10.83.4		Qamrāʾ, Qamrāw	Qamrāʾ, Qamrāw									584	settlement	settlement	
451	https://usaybia.net/place/451	473	Qanādir, town in Iṣfahān	Qanādir	Qanādir	town in Iṣfahān	town in Iṣfahān	8.10.4n												585	settlement	settlement	
452	https://usaybia.net/place/452	473	Qānariz, town near Nishapur	Qānariz	Qānariz	town near Nishapur	town near Nishapur	8.10.4n												586	settlement	settlement	
		473	Qanjayrah `see` Canjáyar	Qanjayrah	Qanjayrah							Canjáyar			Canjáyar					587	#N/A	#N/A	
453	https://usaybia.net/place/453	473	al-Qarāfah Cemetery, in Cairo	al-Qarāfah Cemetery	al-Qarāfah Cemetery	in Cairo	in Cairo	14.48.2												588	cemetery	cemetery	
454	https://usaybia.net/place/454	473	al-Qarash, a village in Syria	al-Qarash	al-Qarash	a village in Syria	a village in Syria	ＡＩ.1												589	settlement	settlement	
455	https://usaybia.net/place/455	473	Qarduwān, unidentified place	Qarduwān	Qarduwān	unidentified place	unidentified place	10.5.4												590	#N/A	unknown	
		474	Qarmīsīn `see` Kirmānshāh	Qarmīsīn	Qarmīsīn							Kirmānshāh			Kirmānshāh					591	#N/A	#N/A	
		474	Qarmūniyah `see` Carmona	Qarmūniyah	Qarmūniyah							Carmona			Carmona					592	#N/A	#N/A	
		474	Qāsiyūn `see` Mount Qāsiyūn	Qāsiyūn	Qāsiyūn							Mount Qāsiyūn			Mount Qāsiyūn					593	#REF!	#REF!	
456	https://usaybia.net/place/456	474	Qaṣr Faraj, a quarter in the eastern side of Baghdad	Qaṣr Faraj	Qaṣr Faraj	a quarter in the eastern side of Baghdad	a quarter in the eastern side of Baghdad	8.5.2												594	quarter	quarter	
457	https://usaybia.net/place/457	474	Qaṣr Ibn Hubayrah, a town in Iraq, midway between Baghdad and Kufa	Qaṣr Ibn Hubayrah	Qaṣr Ibn Hubayrah	a town in Iraq, midway between Baghdad and Kufa	a town in Iraq, midway between Baghdad and Kufa	8.10.4												595	settlement	settlement	
458	https://usaybia.net/place/458	474	Qaṣr al-Shamaʿ (or al-Shamʿ), the Arabic name for the Graeco-Coptic township of Babylon (Bābilyūn), on the east bank of the Nile	Qaṣr al-Shamaʿ	Qaṣr al-Shamaʿ	on the east bank of the Nile	the Arabic name for the Graeco-Coptic township of Babylon (Bābilyūn), on the east bank of the Nile	14.10n; 14.15; 14.25.3	Bābilyūn	al-Shamʿ	al-Shamʿ									596	settlement	settlement	
459	https://usaybia.net/place/459	474	Qaṭīʿat al-Raqīq (or al-Daqīq), a fiefdom in Baghdad; `see also` Bīʿat Mār Tūmā	Qaṭīʿat al-Raqīq	Qaṭīʿat al-Raqīq	a fiefdom in Baghdad; `see also` Bīʿat Mār Tūmā	a fiefdom in Baghdad	10.22.3		al-Daqīq	al-Daqīq							Bīʿat Mār Tūmā	https://usaybia.net/place/98	597	#N/A	quarter	
460	https://usaybia.net/place/460	474	al-Qāṭūl (‘canal’), a district of Samarra	al-Qāṭūl	al-Qāṭūl	a district of Samarra	a district of Samarra	8.20.5; 8.20.6		‘canal’	‘canal’									598	canal	quarter	
461	https://usaybia.net/place/461	474	Qaṭwān Steppe	Qaṭwān Steppe	Qaṭwān Steppe			11.14n												599	natural-feature	natural-feature	
		474	al-Qayrawān `see` Kairouan	al-Qayrawān	al-Qayrawān							Kairouan			Kairouan					600	#N/A	#N/A	
		474	Qaysāriyyah or Qaysariyyah `see` Caesarea	Qaysāriyyah	Qaysāriyyah							Caesarea			Caesarea					601	#N/A	#N/A	
462	https://usaybia.net/place/462	474	Qazwīn, a town and district northwest of Tehran and south of Gīlān, in northern Persia	Qazwīn	Qazwīn	a town and district northwest of Tehran and south of Gīlān, in northern Persia	a town and district northwest of Tehran and south of Gīlān, in northern Persia	8.20.11; 11.13.3.3												602	settlement	settlement	
463	https://usaybia.net/place/463	474	al-Qilījiyyah Law College, al-Madrasah al-Qilījiyyah, in Damascus	al-Qilījiyyah Law College	al-Qilījiyyah Law College	al-Madrasah al-Qilījiyyah, in Damascus	al-Madrasah al-Qilījiyyah, in Damascus	15.52.1	al-Madrasah al-Qilījiyyah											603	madrasa	madrasa	
464	https://usaybia.net/place/464	474	Qubādir Zubayrūn, of uncertain identity, possibly Qanādir in Iṣfahān or Qānariz near Nīshapur	Qubādir Zubayrūn	Qubādir Zubayrūn	of uncertain identity, possibly Qanādir in Iṣfahān or Qānariz near Nīshapur	of uncertain identity, possibly Qanādir in Iṣfahān or Qānariz near Nīshapur	8.10.4												604	#N/A	unknown	
		474	al-Quds `see` Jerusalem	al-Quds	al-Quds							Jerusalem			Jerusalem					605	#N/A	#N/A	
465	https://usaybia.net/place/465	474	Qūliyāthā, an estate near Wāsiṭ	Qūliyāthā	Qūliyāthā	an estate near Wāsiṭ	an estate near Wāsiṭ	10.62.3(p)												606	state	designated-space	
466	https://usaybia.net/place/466	474	Qurrah, village near Smyrna	Qurrah	Qurrah	village near Smyrna	village near Smyrna	5.1.16.2												607	settlement	settlement	
		474	Qurṭubah `see` Cordova	Qurṭubah	Qurṭubah							Cordova			Cordova					608	#N/A	#N/A	
467	https://usaybia.net/place/467	474	Qūṣ, town in Upper Egypt not far from modern Luxor	Qūṣ	Qūṣ	town in Upper Egypt not far from modern Luxor	town in Upper Egypt not far from modern Luxor	13.59.3												609	settlement	settlement	
468	https://usaybia.net/place/468	474	Qusṭanṭīnah (Constantine), city in present-day Algeria	Qusṭanṭīnah	Qusṭanṭīnah	city in present-day Algeria	city in present-day Algeria	13.58.4.3(p)	Constantine	Constantine	Constantine									610	settlement	settlement	
		474	al-Qusṭanṭīniyyah `see` Constantinople	al-Qusṭanṭīniyyah	al-Qusṭanṭīniyyah							Constantinople			Constantinople					611	#N/A	#N/A	
469	https://usaybia.net/place/469	474	Quṭrabbul, a village not far from Baghdad	Quṭrabbul	Quṭrabbul	a village not far from Baghdad	a village not far from Baghdad	8.1.1; 8.27.4												612	settlement	settlement	
470	https://usaybia.net/place/470	474	al-Rabadhah, a way station on the main pilgrimage route between Kufa and Mecca	al-Rabadhah	al-Rabadhah	a way station on the main pilgrimage route between Kufa and Mecca	a way station on the main pilgrimage route between Kufa and Mecca	8.8.3												613	#N/A	settlement	
471	https://usaybia.net/place/471	474	Raḍwā, Mt., a mountain in Arabia	Raḍwā	Mt. Raḍwā	Mt., a mountain in Arabia	a mountain in Arabia	7.5.6(p)												614	#REF!	mountain	
472	https://usaybia.net/place/472	474	al-Raḥbah (or Raḥbat Mālik ibn Ṭawq or Raḥbat al-Shām), a town on the right bank of the Euphrates; modern al-Mayādīn in eastern Syria	al-Raḥbah	al-Raḥbah	a town on the right bank of the Euphrates; modern al-Mayādīn in eastern Syria	a town on the right bank of the Euphrates; modern al-Mayādīn in eastern Syria	10.53; 10.69.3.7; 15.36.1		Raḥbat Mālik ibn Ṭawq, Raḥbat al-Shām	Raḥbat Mālik ibn Ṭawq, Raḥbat al-Shām									615	settlement	settlement	
473	https://usaybia.net/place/473	474	al-Rāhib, a place on the road between Samarra and Damascus	al-Rāhib	al-Rāhib	a place on the road between Samarra and Damascus	a place on the road between Samarra and Damascus	7.8.3												616	designated-space	unknown	
474	https://usaybia.net/place/474	474	al-Ramlah, a town on the coastal plain west-northwest of Jerusalem	al-Ramlah	al-Ramlah	a town on the coastal plain west-northwest of Jerusalem	a town on the coastal plain west-northwest of Jerusalem	14.14.3												617	settlement	settlement	
475	https://usaybia.net/place/475	474	Raqqa (al-Raqqah), a city on the north bank of the Euphrates, about 160 kilometres east of Aleppo, Syria	Raqqa	Raqqa	a city on the north bank of the Euphrates, about 160 kilometres east of Aleppo, Syria	a city on the north bank of the Euphrates, about 160 kilometres east of Aleppo, Syria	7.5.3n; 8.3.13; 8.8.6; 10.8.11; 10.17.n; 14.50n; 15.2; 15.32n; 15.52.1; 15.52.2 no. 1		al-Raqqah	al-Raqqah									618	settlement	settlement	
476	https://usaybia.net/place/476	474	Raqqādah, palace city of the Aghlabids southwest of Kairaouan	Raqqādah	Raqqādah	palace city of the Aghlabids southwest of Kairaouan	palace city of the Aghlabids southwest of Kairaouan	13.2.2.2												619	building	building	
		474	Raʾs al-ʿAyn `see` Rēsh ʿAynā	Raʾs al-ʿAyn	Raʾs al-ʿAyn							Rēsh ʿAynā			Rēsh ʿAynā					620	#N/A	#N/A	
		474	al-Rawḍah `see` al-Jazīrah (Jazīrat Miṣr)	al-Rawḍah	al-Rawḍah					Jazīrat Miṣr	Jazīrat Miṣr	al-Jazīrah (Jazīrat Miṣr)			al-Jazīrah (Jazīrat Miṣr)					621	#N/A	#N/A	
477	https://usaybia.net/place/477	474	Rayy (or al-Rayy), a town near the modern city of Tehran	Rayy	Rayy	a town near the modern city of Tehran	a town near the modern city of Tehran	1.10n; 6.4n; 7.7.2n; 8.5.2; 8.5.3; 8.5.4; 8.10.2; 8.10.3; 11.5.1; 11.5.7; 11.5.9; 11.5.11; 11.5.12; 11.5.14n.; 11.5.22; 11.6; 11.9.2.4(p); 11.13.3.3; 11.13.7.9(p); 11.13.8 no. 11; 11.19.1; 11.19.4; 11.19.5; 11.19.6.1; 11.20; 15.19; 15.21; 15.21 no. 3; 15.31 no. 5; 15.40.9 no. 19; 15.59 no. 1		al-Rayy	al-Rayy									622	settlement	settlement	
478	https://usaybia.net/place/478	474	Rēsh ʿAynā (Raʾs al-ʿAyn), an ancient city on the modern Syria-Turkey border, today forming a single divided city with Ceylanpınar in Turkey	Rēsh ʿAynā	Rēsh ʿAynā	an ancient city on the modern Syria-Turkey border, today forming a single divided city with Ceylanpınar in Turkey	an ancient city on the modern Syria-Turkey border, today forming a single divided city with Ceylanpınar in Turkey	5.1.8.2n; 5.1.16.1; 8.29.3; 8.29.8n; 9.24	Raʾs al-ʿAyn	Raʾs al-ʿAyn	Raʾs al-ʿAyn									623	settlement	settlement	
479	https://usaybia.net/place/479	474	Rhodes, the largest island in the Dodecanese island chain off the Anatolian coast of Turkey	Rhodes	Rhodes	the largest island in the Dodecanese island chain off the Anatolian coast of Turkey	the largest island in the Dodecanese island chain off the Anatolian coast of Turkey	1.1; 4.1.1; 4.1.11.3n; 4.6.13.2n; 15.1												624	island	island	
480	https://usaybia.net/place/480	474	Ribāṭ al-Fatḥ, district in north-west Morocco	Ribāṭ al-Fatḥ	Ribāṭ al-Fatḥ	district in north-west Morocco	district in north-west Morocco	13.64.2.1												625	#N/A	region	
		474	Roda `see` al-Jazīrah (Jazīrat Miṣr)	Roda	Roda					Jazīrat Miṣr	Jazīrat Miṣr	al-Jazīrah (Jazīrat Miṣr)			al-Jazīrah (Jazīrat Miṣr)					626	#N/A	#N/A	
		474	Roman Sea `see` Mediterranean Sea	Roman Sea	Roman Sea							Mediterranean Sea			Mediterranean Sea					627	open-water	open-water	
481	https://usaybia.net/place/481	474	Rome (Rūmiyah)	Rome	Rome			1.8n; 1.10n; 2.1.2; 4.1.9.2; 4.1.10.4n; 4.1.11.2n; 4.3.4.2n; 4.4.2.3; 4.6.13.2n; 5.1.9; 5.1.10.1; 5.1.11; 5.1.17; 5.1.19; 5.1.21.1; 5.1.21.2; 5.1.25; 5.1.26; 5.1.37 no. 37; 15.1.2; 15.11.2.1(p)	Rūmiyah	Rūmiyah	Rūmiyah									628	#N/A	settlement	
482	https://usaybia.net/place/482	474	al-Ruhā or al-Ruhāʾ (Edessa, modern Urfa), ancient city now in northern Mesopotamia	al-Ruhā	al-Ruhā	ancient city now in northern Mesopotamia	ancient city now in northern Mesopotamia	9.7n; 9.25; 9.33; 10.57n; 11.13.7.9(p); 14.50; 14.51.2; 14.54.3; 15.11.2	Edessa, Şanlıurfa, Urfa	Edessa, Urfa	Edessa, Urfa									629	settlement	settlement	
		474	Rūmiyah `see` Rome	Rūmiyah	Rūmiyah							Rome			Rome					630	#N/A	#N/A	
		474	Sabta `see` Ceuta	Sabta	Sabta							Ceuta			Ceuta					631	#N/A	#N/A	
483	https://usaybia.net/place/483	474	Sābūr Khwāst, a town between Khuzestan and Isfahan	Sābūr Khwāst	Sābūr Khwāst	a town between Khuzestan and Isfahan	a town between Khuzestan and Isfahan	11.13.3.10; 11.13.8 no. 14												632	settlement	settlement	
484	https://usaybia.net/place/484	474	al-Ṣafrāʾ, a place 17 miles from Badr in the Ḥijāz	al-Ṣafrāʾ	al-Ṣafrāʾ	a place 17 miles from Badr in the Ḥijāz	a place 17 miles from Badr in the Ḥijāz	7.2.3; 7.2.4												633	#N/A	unknown	
485	https://usaybia.net/place/485	474	Saint Acisclo Church, church in Cordova	Saint Acisclo Church	Saint Acisclo Church	church in Cordova	church in Cordova	13.14												634	church	church	
486	https://usaybia.net/place/486	475	Salé (Salā), coastal city in north-western Morocco	Salé	Salé	coastal city in north-western Morocco	coastal city in north-western Morocco	13.64.2.1		Salā	Salā									635	settlement	settlement	
		475	Ṣalkhad `see` Ṣarkhad	Ṣalkhad	Ṣalkhad							Ṣarkhad			Ṣarkhad					636	#N/A	#N/A	
487	https://usaybia.net/place/487	475	Ṣamʿ, unidentified village near Aleppo	Ṣamʿ	Ṣamʿ	unidentified village near Aleppo	unidentified village near Aleppo	15.15												637	settlement	settlement	
488	https://usaybia.net/place/488	475	Samanqān, town in Khorasan	Samanqān	Samanqān	town in Khorasan	town in Khorasan	11.13.2.11												638	settlement	settlement	
489	https://usaybia.net/place/489	475	Samarkand (or Samarqand), a city in modern-day Uzbekistan	Samarkand	Samarkand	a city in modern-day Uzbekistan	a city in modern-day Uzbekistan	8.11n; 11.19.5; 11.22; 11.23		Samarqand	Samarqand									639	settlement	settlement	
490	https://usaybia.net/place/490	475	Samarra (Sāmarrāʾ, Surra Man Raʾā), a town on the east bank of the middle Tigris in Iraq, north of Baghdad	Samarra	Samarra	a town on the east bank of the middle Tigris in Iraq, north of Baghdad	a town on the east bank of the middle Tigris in Iraq, north of Baghdad	7.8.3; 8.2.3; 8.4.3n; 8.4.7; 8.12.2; 8.20.4n; 8.20.5; 8.20.7n; 8.25.7n; 8.26.18; 10.1.7n; 10.44.5 no. 5n; 11.3	Surra Man Raʾā	Sāmarrāʾ, Surra Man Raʾā	Sāmarrāʾ, Surra Man Raʾā							al-Sāmir	https://usaybia.net/place/492	640	settlement	settlement	
491	https://usaybia.net/place/491	475	al-Samāwah, the steppe and desert lands between southern Iraq and Syria	al-Samāwah	al-Samāwah	the steppe and desert lands between southern Iraq and Syria	the steppe and desert lands between southern Iraq and Syria	10.64.18												641	natural-feature	natural-feature	
492	https://usaybia.net/place/492	475	al-Sāmir, possibly = Samarra	al-Sāmir	al-Sāmir	possibly = Samarra	possibly = Samarra	11.13.7.9(p)												642	#N/A	unknown	
493	https://usaybia.net/place/493	475	Samos, an island off the western coast of Anatolia	Samos	Samos	an island off the western coast of Anatolia	an island off the western coast of Anatolia	2.1.1n; 4.1.11.3n; 4.3.4.1; 4.3.4.3												643	island	island	
495	https://usaybia.net/place/495	475	Samosata (Sumaysāṭ), an ancient city in south-east Anatolia on the upper Euphrates	Samosata	Samosata	an ancient city in south-east Anatolia on the upper Euphrates	an ancient city in south-east Anatolia on the upper Euphrates	15.28	Sumaysāṭ	Sumaysāṭ	Sumaysāṭ									644	settlement	settlement	
496	https://usaybia.net/place/496	475	Sanaa (Ṣanʿāʾ), in Yemen	Sanaa	Sanaa	in Yemen	in Yemen	15.18.2(p)		Ṣanʿāʾ	Ṣanʿāʾ									645	#N/A	settlement	
		475	Şanlıurfa (or Urfa) `see` al-Ruhā	Şanlıurfa	Şanlıurfa					Urfa	Urfa	al-Ruhā			al-Ruhā					646	#N/A	#N/A	
497	https://usaybia.net/place/497	475	Saqṭīthā, a hamlet near Baghdad	Saqṭīthā	Saqṭīthā	a hamlet near Baghdad	a hamlet near Baghdad	8.11												647	settlement	settlement	
498	https://usaybia.net/place/498	475	Saragossa (Saraqusṭah, Zaragoza), city and petty kingdom in al-Andalus	Saragossa	Saragossa	city and petty kingdom in al-Andalus	city and petty kingdom in al-Andalus	13.9; 13.29.1; 13.46; 13.50; 13.63.8.2	Saraqusṭāh, Zaragoza	Saraqusṭah, Zaragoza	Saraqusṭah, Zaragoza									648	settlement	settlement	
499	https://usaybia.net/place/499	475	al-Ṣarāh, canal in Baghdad	al-Ṣarāh	al-Ṣarāh	canal in Baghdad	canal in Baghdad	10.81.5(p)												649	canal	canal	
500	https://usaybia.net/place/500	475	Sarakhs, town in Khorasan	Sarakhs	Sarakhs	town in Khorasan	town in Khorasan	10.2.1n; 11.19.7n												650	settlement	settlement	
		475	Saraqusṭāh `see` Saragossa	Saraqusṭāh	Saraqusṭāh							Saragossa			Saragossa					651	#N/A	#N/A	
501	https://usaybia.net/place/501	475	Ṣarkhad (or Ṣalkhad), a stronghold in southern Syria near the border of present-day Jordan	Ṣarkhad	Ṣarkhad	a stronghold in southern Syria near the border of present-day Jordan	a stronghold in southern Syria near the border of present-day Jordan	b10.83; 15.23.3; 15.37.4; 15.46.3; 15.49.6; 15.60.1	Ṣalkhad	Ṣalkhad	Ṣalkhad									652	fortification	fortification	
502	https://usaybia.net/place/502	475	Ṣarṣar, a town near Baghdad	Ṣarṣar	Ṣarṣar	a town near Baghdad	a town near Baghdad	8.2												653	settlement	settlement	
503	https://usaybia.net/place/503	475	al-Sawād, the fertile alluvial plains of southern Iraq	al-Sawād	al-Sawād	the fertile alluvial plains of southern Iraq	the fertile alluvial plains of southern Iraq	8.3.22; 8.4.5; 8.10.1; 8.10.4; 14.34.2n												654	natural-feature	natural-feature	
504	https://usaybia.net/place/504	475	Sāwah, town in northern Persia	Sāwah	Sāwah	town in northern Persia	town in northern Persia	10.64.19.19												655	settlement	settlement	
505	https://usaybia.net/place/505	475	Saydnāyā (Sednaya), a city in the mountains north of Damascus	Saydnāyā	Saydnāyā	a city in the mountains north of Damascus	a city in the mountains north of Damascus	15.3.1		Sednaya	Sednaya									656	settlement	settlement	
506	https://usaybia.net/place/506	475	Scyros, Greek island	Scyros	Scyros	Greek island	Greek island	4.3.4.1												657	island	island	
507	https://usaybia.net/place/507	475	Seville (Ishbīliyah, Sevilla), city in al-Andalus	Seville	Seville	city in al-Andalus	city in al-Andalus	13.10; 13.60.1; 13.60.2; 13.61.3.1; 13.61.3.2; 13.62.2.2; 13.62.2.3; 13.62.3; 13.62.4 no. 7; 13.63.2; 13.63.5; 13.63.8.1; 13.63.8.2; 13.64.2.1; 13.64.2.2; 13.65; 13.66.3; 13.73; 13.75; 13.76; 13.77; 13.78n; 13.80.1; 13.81.1; 13.81.2; 13.86.1; 13.86.2; 13.87; 13.88.1; 15.45.1n		Ishbīliyah, Sevilla	Ishbīliyah, Sevilla									658	settlement	settlement	
		475	Shadūnah `see` Sidonia	Shadūnah	Shadūnah							Sidonia			Sidonia					659	#N/A	#N/A	
508	https://usaybia.net/place/508	475	Shahrazūr, district in western Kurdistan	Shahrazūr	Shahrazūr	district in western Kurdistan	district in western Kurdistan	11.13.7.9(p)												660	#N/A	region	
		475	al-Shām `see` Damascus `and` Syria	al-Shām	al-Shām							Damascus	Syria		Damascus	Syria				661	#N/A	#N/A	
509	https://usaybia.net/place/509	475	Shammāsiyyah Gate quarter, a neighbourhood on the eastern side of Baghdad	Shammāsiyyah Gate quarter	Shammāsiyyah Gate quarter	a neighbourhood on the eastern side of Baghdad	a neighbourhood on the eastern side of Baghdad	8.25.7												662	building	quarter	
510	https://usaybia.net/place/510	475	Shaqqā (or Shaqqah), a village in the Ḥawrān, Syria	Shaqqā	Shaqqā	a village in the Ḥawrān, Syria	a village in the Ḥawrān, Syria	15.27		Shaqqah	Shaqqah									663	settlement	settlement	
511	https://usaybia.net/place/511	475	al-Sharā, a region proverbial for lions, said to be in Yemen	al-Sharā	al-Sharā	a region proverbial for lions, said to be in Yemen	a region proverbial for lions, said to be in Yemen	10.64.17.2(p); 15.8.5(p)												664	region	region	
512	https://usaybia.net/place/512	475	Shāsh, Tashkent, in modern Uzbekistan	Shāsh	Shāsh	Tashkent, in modern Uzbekistan	Tashkent, in modern Uzbekistan	8.1.4	Tashkent											665	#N/A	settlement	
		475	Shāṭibah `see` Játiva	Shāṭibah	Shāṭibah							Játiva			Játiva					666	#N/A	#N/A	
		475	al-Shawbak `see` Shoubak	al-Shawbak	al-Shawbak							Shoubak			Shoubak					667	#N/A	#N/A	
513	https://usaybia.net/place/513	475	Shiraz (Shīrāz), ancient city in the Fārs region of southwestern modern Iran	Shiraz	Shiraz	ancient city in the Fārs region of southwestern modern Iran	ancient city in the Fārs region of southwestern modern Iran	8.5.2; 11.5.6; 11.13.3.15; 14.22.4.3n		Shīrāz	Shīrāz									668	settlement	settlement	
514	https://usaybia.net/place/514	475	Shirimsāḥ (or Shirmasāḥ), a town near Damietta in Lower Egypt	Shirimsāḥ	Shirimsāḥ	a town near Damietta in Lower Egypt	a town near Damietta in Lower Egypt	14.49.2		Shirmasāḥ	Shirmasāḥ									669	settlement	settlement	
515	https://usaybia.net/place/515	475	Shoubak (al-Shawbak), a fortress town in the Transjordan	Shoubak	Shoubak	a fortress town in the Transjordan	a fortress town in the Transjordan	5.1.32	al-Shawbak	al-Shawbak	al-Shawbak									670	fortification	fortification	
		475	Shushtar `see` Tustar	Shushtar	Shushtar							Tustar			Tustar					671	#N/A	#N/A	
516	https://usaybia.net/place/516	475	Sicily (Ṣiqilliyah or Ṣiqilliyyah)	Sicily	Sicily			4.3.4.2; 4.3.6.2 no. 17; 4.5.2; 4.6.2.1; 5.1.21.2		Ṣiqilliyah, Ṣiqilliyyah	Ṣiqilliyah, Ṣiqilliyyah									672	#N/A	region	
517	https://usaybia.net/place/517	475	Sidonia (Shadūnah), city in today’s province of Cádiz (Spain)	Sidonia	Sidonia	city in today’s province of Cádiz (Spain)	city in today’s province of Cádiz (Spain)	13.22; 13.27.1	Medina Sidonia, Shadūnah	Shadūnah	Shadūnah									673	settlement	settlement	
518	https://usaybia.net/place/518	475	Ṣiffīn, a place near the modern al-Raqqah, in Syria	Ṣiffīn	Ṣiffīn	a place near the modern al-Raqqah, in Syria	a place near the modern al-Raqqah, in Syria	7.5.3; 7.10n												674	#N/A	settlement	
519	https://usaybia.net/place/519	475	Siʿird (or Siʿirt, Isʿird; modern Siirt), a town in south-eastern Anatolia	Siʿird	Siʿird	a town in south-eastern Anatolia	a town in south-eastern Anatolia	1.3.1		Siʿirt, Isʿird	Siʿirt, Isʿird									675	settlement	settlement	
520	https://usaybia.net/place/520	475	Sijistān (Sīstān), province in eastern Iran	Sijistān	Sijistān	province in eastern Iran	province in eastern Iran	2.1.1n; 15.1.3.1n	Sīstān	Sīstān	Sīstān									676	province	province	
		475	Silvan `see` Mayyāfāriqīn	Silvan	Silvan							Mayyāfāriqīn			Mayyāfāriqīn					677	#N/A	#N/A	
		475	Sinai `see` Mount Sinai	Sinai	Sinai							Mount Sinai			Mount Sinai					678	#REF!	#REF!	
521	https://usaybia.net/place/521	475	Sind (al-Sind or Sindh), a region along the lower Indus River	Sind	Sind	a region along the lower Indus River	a region along the lower Indus River	8.21.2; 8.21.3; 11.15		al-Sind, Sindh	al-Sind, Sindh									679	region	region	
522	https://usaybia.net/place/522	475	Sinjar (or Sinjār), a town in Iraq near Mount Sinjar	Sinjar	Sinjar	a town in Iraq near Mount Sinjar	a town in Iraq near Mount Sinjar	11.18n		Sinjār	Sinjār									680	settlement	settlement	
523	https://usaybia.net/place/523	475	al-Sīq, the ‘Great Lavra’ of the Dayr Mār Sābā monastery near Jerusalem	al-Sīq	al-Sīq	the ‘Great Lavra’ of the Dayr Mār Sābā monastery near Jerusalem	the ‘Great Lavra’ of the Dayr Mār Sābā monastery near Jerusalem	15.43.2												681	monastery	monastery	
		475	Sīstān `see` Sijistān	Sīstān	Sīstān							Sijistān			Sijistān					682	#N/A	#N/A	
524	https://usaybia.net/place/524	475	Smyrna, ancient Greek city of Asia Minor	Smyrna	Smyrna	ancient Greek city of Asia Minor	ancient Greek city of Asia Minor	4.1.11.3n; 4.5.1n; 4.5.4n; 5.1.16.2; 5.1.25; 5.1.37 no. 36												683	settlement	settlement	
525	https://usaybia.net/place/525	476	Stagira, ancient Greek city	Stagira	Stagira	ancient Greek city	ancient Greek city	4.6.2.1; 4.6.2.2; 4.6.2.3; 4.6.3.2; 4.6.6.2												684	settlement	settlement	
		476	Sumaysāṭ `see` Samosata	Sumaysāṭ	Sumaysāṭ							Samosata			Samosata					685	#N/A	#N/A	
		476	Sūq al-ʿIṭr `see` Perfume Market	Sūq al-ʿIṭr	Sūq al-ʿIṭr							Perfume Market			Perfume Market					686	designated-space	designated-space	
		476	Sūq al-Qamḥ `see` Wheat Market	Sūq al-Qamḥ	Sūq al-Qamḥ							Wheat Market			Wheat Market					687	designated-space	designated-space	
526	https://usaybia.net/place/526	476	Sūq al-Qanādīl (Candlestick Market), a quarter in Fustat	Sūq al-Qanādīl	Sūq al-Qanādīl	a quarter in Fustat	a quarter in Fustat	14.32.3	Candlestick Market	Candlestick Market	Candlestick Market									688	designated-space	quarter	
		476	Sūq al-Thalāthāʾ `see` Tuesday Market	Sūq al-Thalāthāʾ	Sūq al-Thalāthāʾ							Tuesday Market			Tuesday Market					689	designated-space	designated-space	
527	https://usaybia.net/place/527	476	Sūq Yaḥyā (Yaḥyā’s Market), a district on the eastern side of Baghdad	Sūq Yaḥyā	Sūq Yaḥyā	a district on the eastern side of Baghdad	a district on the eastern side of Baghdad	8.8.2; 10.4.6		Yaḥyā’s Market	Yaḥyā’s Market									690	designated-space	quarter	
		476	Ṣūr `see` Tyre	Ṣūr	Ṣūr							Tyre			Tyre					691	#N/A	#N/A	
528	https://usaybia.net/place/528	476	Sūrā, town in southern Iraq	Sūrā	Sūrā	town in southern Iraq	town in southern Iraq	10.4.4.2												692	settlement	settlement	
		476	Surra Man Raʾā `see` Samarra	Surra Man Raʾā	Surra Man Raʾā							Samarra			Samarra					693	#N/A	#N/A	
529	https://usaybia.net/place/529	476	al-Sūs (ancient Susa; modern Shūsh), a town in the southwestern province of Khuzestan	al-Sūs	al-Sūs	a town in the southwestern province of Khuzestan	a town in the southwestern province of Khuzestan	8.3.22		Susa	Susa									694	settlement	settlement	
		476	Susia `see` Ṭūs	Susia	Susia							Ṭūs			Ṭūs					695	#N/A	#N/A	
530	https://usaybia.net/place/530	476	al-Suwaydāʾ, a town in the Ḥawrān in southern Syria	al-Suwaydāʾ	al-Suwaydāʾ	a town in the Ḥawrān in southern Syria	a town in the Ḥawrān in southern Syria	15.57.1												696	settlement	settlement	
