source	target	book	part	pg	ch-num	ch-title
ابن الجوزي	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	أبو سعد الكاتب بن دوست	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	الحسن بن مكرم أبو محمد	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	حمد بن محمد الثوري	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	فخر الدولة	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	قريش	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
أبو جعفر البحاثي	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	الحسن بن مكرم أبو محمد	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	حمد بن محمد الثوري	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	فخر الدولة	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	قريش	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	حمد بن محمد الثوري	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	فخر الدولة	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	قريش	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
الحسن بن مكرم أبو محمد	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
حمد بن محمد الثوري	فخر الدولة	 DQ 	 1 	 325 	3	فضلاء العراق
حمد بن محمد الثوري	قريش	 DQ 	 1 	 325 	3	فضلاء العراق
حمد بن محمد الثوري	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
حمد بن محمد الثوري	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
حمد بن محمد الثوري	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
فخر الدولة	قريش	 DQ 	 1 	 325 	3	فضلاء العراق
فخر الدولة	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
فخر الدولة	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
فخر الدولة	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
قريش	محمد بن أحمد بن حبيب	 DQ 	 1 	 325 	3	فضلاء العراق
قريش	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
قريش	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
محمد بن أحمد بن حبيب	منصور بن جلهنار	 DQ 	 1 	 325 	3	فضلاء العراق
محمد بن أحمد بن حبيب	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
منصور بن جلهنار	النضيري	 DQ 	 1 	 325 	3	فضلاء العراق
أبو عامر الجرجاني	علي بن بامنصور الديلمي الحلبي	 DQ 	 1 	 225 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	محمد بن أحمد بن الحسن الشطرنجي	 DQ 	 1 	 225 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
علي بن بامنصور الديلمي الحلبي	محمد بن أحمد بن الحسن الشطرنجي	 DQ 	 1 	 225 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو نصر المتاح (المساح) القائني	أحمد بن محمد القائني	 DQ 	 2 	 1442 	12	شعراء زوزن
أبو نصر المتاح (المساح) القائني	محمد بن أحمد بن محمد القائني أبو نصر	 DQ 	 2 	 1442 	12	شعراء زوزن
أحمد بن محمد القائني	محمد بن أحمد بن محمد القائني أبو نصر	 DQ 	 2 	 1442 	12	شعراء زوزن
محمد بن بحر بن حمد الخيري	نظام الملك	 DQ 	 1 	 493 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو سعيد الخداشي	محمد بن تمام أبو المظفر	 DQ 	 2 	 1280 	10	اسفراين
محمد بن تمام أبو سعد	محمد بن عبد الرحمن الكنجروذي أبو سعد	 DQ 	 2 	 1282 	10	اسفراين
ابراهيم بن محمد بن شعيب البكري	أبو محمد العبدلكاني الزوزني	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
ابراهيم بن محمد بن شعيب البكري	مأمون خوارزم شاه أبو العباس	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
ابراهيم بن محمد بن شعيب البكري	محمد بن جراح البكري	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
ابراهيم بن محمد بن شعيب البكري	نصر أبو المظفر صاحب الجيش	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
أبو محمد العبدلكاني الزوزني	مأمون خوارزم شاه أبو العباس	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
أبو محمد العبدلكاني الزوزني	محمد بن جراح البكري	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
أبو محمد العبدلكاني الزوزني	نصر أبو المظفر صاحب الجيش	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
مأمون خوارزم شاه أبو العباس	محمد بن جراح البكري	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
مأمون خوارزم شاه أبو العباس	نصر أبو المظفر صاحب الجيش	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
محمد بن جراح البكري	نصر أبو المظفر صاحب الجيش	 DQ 	 1 	 57 	1	طبقات شعراء البدو والحجاز
عبد الحميد بن يحيى أبو القاسم	محمد بن الحسن أبو سهل	 DQ 	 2 	 1391 	12	شعراء زوزن
ابن بشران	أبو عامر الجرجاني	 DQ 	 1 	 351 	3	فضلاء العراق
ابن بشران	محمد بن الحسن البصري أبو يعلى	 DQ 	 1 	 351 	3	فضلاء العراق
أبو عامر الجرجاني	محمد بن الحسن البصري أبو يعلى	 DQ 	 1 	 351 	3	فضلاء العراق
أبو جعفر البحاثي	محمد بن الحسن المروزي	 DQ 	 2 	 848 	7	شعراء بلخ
أبو جعفر البحاثي	محمد بن الحسين الكافي أبو نصر	 DQ 	 2 	 848 	7	شعراء بلخ
محمد بن الحسن المروزي	محمد بن الحسين الكافي أبو نصر	 DQ 	 2 	 848 	7	شعراء بلخ
أبو جعفر البحاثي	الباخرزي	 DQ 	 2 	 1366 	12	شعراء زوزن
أبو جعفر البحاثي	القفطي	 DQ 	 2 	 1366 	12	شعراء زوزن
أبو جعفر البحاثي	محمد بن الحسن بن سليمان البحاثي أبو جعفر	 DQ 	 2 	 1366 	12	شعراء زوزن
أبو جعفر البحاثي	محمد بن عيسى أبو علي	 DQ 	 2 	 1366 	12	شعراء زوزن
الباخرزي	القفطي	 DQ 	 2 	 1366 	12	شعراء زوزن
الباخرزي	محمد بن الحسن بن سليمان البحاثي أبو جعفر	 DQ 	 2 	 1366 	12	شعراء زوزن
الباخرزي	محمد بن عيسى أبو علي	 DQ 	 2 	 1366 	12	شعراء زوزن
القفطي	محمد بن الحسن بن سليمان البحاثي أبو جعفر	 DQ 	 2 	 1366 	12	شعراء زوزن
القفطي	محمد بن عيسى أبو علي	 DQ 	 2 	 1366 	12	شعراء زوزن
محمد بن الحسن بن سليمان البحاثي أبو جعفر	محمد بن عيسى أبو علي	 DQ 	 2 	 1366 	12	شعراء زوزن
محمد بن الحسن بن عبد الله أبو علي الشبلي	المظفر بن أحمد الطيب البوشنجي	 DQ 	 2 	 907 	7	شعراء بلخ
محمد بن الحسن بن عبد الله أبو علي الشبلي	نوح (نبي الله) 	 DQ 	 2 	 907 	7	شعراء بلخ
المظفر بن أحمد الطيب البوشنجي	نوح (نبي الله) 	 DQ 	 2 	 907 	7	شعراء بلخ
ابن برهان النحوي	 أبو محمد الحمداني	 DQ 	 1 	 338 	3	فضلاء العراق
ابن برهان النحوي	محمد بن الحسين التمار الواسطي أبو الفرج	 DQ 	 1 	 338 	3	فضلاء العراق
 أبو محمد الحمداني	محمد بن الحسين التمار الواسطي أبو الفرج	 DQ 	 1 	 338 	3	فضلاء العراق
أبو غانم الكاتب	 أبو محمد الحمداني	 DQ 	 1 	 328 	3	فضلاء العراق
أبو غانم الكاتب	عبد الله بن يحيى	 DQ 	 1 	 328 	3	فضلاء العراق
 أبو محمد الحمداني	عبد الله بن يحيى	 DQ 	 1 	 328 	3	فضلاء العراق
أبو جعفر البحاثي	محمد بن الحسن المروزي	 DQ 	 2 	 848 	7	شعراء بلخ
أبو جعفر البحاثي	محمد بن الحسين الكافي أبو نصر	 DQ 	 2 	 848 	7	شعراء بلخ
محمد بن الحسن المروزي	محمد بن الحسين الكافي أبو نصر	 DQ 	 2 	 848 	7	شعراء بلخ
أبو عامر الجرجاني	ديسم بن شاذكويه الكردي	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو عامر الجرجاني	محمد بن الحسين أبو الحسين	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو عامر الجرجاني	الموفق بن أحمد بن هبة الله الحسين أبو المقدم	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ديسم بن شاذكويه الكردي	محمد بن الحسين أبو الحسين	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ديسم بن شاذكويه الكردي	الموفق بن أحمد بن هبة الله الحسين أبو المقدم	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
محمد بن الحسين أبو الحسين	الموفق بن أحمد بن هبة الله الحسين أبو المقدم	 DQ 	 1 	 441 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو بكر اللاسلي	محمد بن حسين طلحة أبو الحسن	 DQ 	 1 	 513 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الباخرزي	محمد بن حسين طلحة أبو الحسن	 DQ 	 2 	 1157 	10	اسفراين
الباخرزي	محمد بن عبد الملك الشالنجي	 DQ 	 2 	 1157 	10	اسفراين
الباخرزي	 هبة الله بن محمد الرافعي أبو القاسم	 DQ 	 2 	 1157 	10	اسفراين
محمد بن حسين طلحة أبو الحسن	محمد بن عبد الملك الشالنجي	 DQ 	 2 	 1157 	10	اسفراين
محمد بن حسين طلحة أبو الحسن	 هبة الله بن محمد الرافعي أبو القاسم	 DQ 	 2 	 1157 	10	اسفراين
محمد بن عبد الملك الشالنجي	 هبة الله بن محمد الرافعي أبو القاسم	 DQ 	 2 	 1157 	10	اسفراين
أحمد بن فورّجة البروجرذي	الاحنف بن قيس	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	الاسكندر الرومي	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	الاسكندر الرومي	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
لهراسب	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
لهراسب	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
محمد بن حمد بن محمد	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
ابن هانىء المغربي الأندلسي	أبو عامر الجرجاني	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن هانىء المغربي الأندلسي	أحمد بن عبد الله المعري أبو العلاء	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن هانىء المغربي الأندلسي	الباخرزي	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن هانىء المغربي الأندلسي	محمد بن محمد بن صقلاب	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	أحمد بن عبد الله المعري أبو العلاء	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	الباخرزي	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	محمد بن محمد بن صقلاب	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أحمد بن عبد الله المعري أبو العلاء	الباخرزي	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أحمد بن عبد الله المعري أبو العلاء	محمد بن محمد بن صقلاب	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الباخرزي	محمد بن محمد بن صقلاب	 DQ 	 1 	 203 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	الاتراك	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	شبل الدولة بن صالح	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	 العرب	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	محمد بن حمدون القنوع أبو الحسن	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	المستنصر العبيدي	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	شبل الدولة بن صالح	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	 العرب	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	محمد بن حمدون القنوع أبو الحسن	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	المستنصر العبيدي	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
شبل الدولة بن صالح	 العرب	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
شبل الدولة بن صالح	محمد بن حمدون القنوع أبو الحسن	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
شبل الدولة بن صالح	المستنصر العبيدي	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
 العرب	محمد بن حمدون القنوع أبو الحسن	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
 العرب	المستنصر العبيدي	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
محمد بن حمدون القنوع أبو الحسن	المستنصر العبيدي	 DQ 	 1 	 173 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عبد الله بن كرام	الكرامية	 DQ 	 2 	 889 	7	شعراء بلخ
أبو عبد الله بن كرام	محمد بن الصيصم أبو عبد الله	 DQ 	 2 	 889 	7	شعراء بلخ
الكرامية	محمد بن الصيصم أبو عبد الله	 DQ 	 2 	 889 	7	شعراء بلخ
محمد بن الطيب الكرجي أبو بكر	محمد بن محمد بن خلف أبو بكر	 DQ 	 3 	 1520 	13	[backmatter]
حسان (بن ثابت) 	الغساسنة	 DQ 	 2 	 846 	7	شعراء بلخ
حسان (بن ثابت) 	محمد بن عبد الجبار السمعاني أبو منصور	 DQ 	 2 	 846 	7	شعراء بلخ
الغساسنة	محمد بن عبد الجبار السمعاني أبو منصور	 DQ 	 2 	 846 	7	شعراء بلخ
أحمد بن محمود بن عون	محمد بن عبد الجبار العتبي أبو نصر	 DQ 	 2 	 1283 	10	اسفراين
أبو عامر الجرجاني	محمد بن عبد الرحمن الصيدلاني أبو سعد	 DQ 	 1 	 607 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
محمد بن تمام أبو سعد	محمد بن عبد الرحمن الكنجروذي أبو سعد	 DQ 	 2 	 1282 	10	اسفراين
أحمد بن فورّجة البروجرذي	الاحنف بن قيس	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	الاسكندر الرومي	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
أحمد بن فورّجة البروجرذي	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	الاسكندر الرومي	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
الاحنف بن قيس	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	السمعاني	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
الاسكندر الرومي	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	عثمان (رضي) 	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
السمعاني	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	لهراسب	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
عثمان (رضي) 	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
لهراسب	محمد بن حمد بن محمد	 DQ 	 1 	 25 	0	[frontmatter]
لهراسب	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
محمد بن حمد بن محمد	محمد بن عبد الله أبو الحسن	 DQ 	 1 	 25 	0	[frontmatter]
عبد الحميد بن يحيى أبو القاسم	محمد بن عبد الله أبو المظفر	 DQ 	 2 	 1460 	12	شعراء زوزن
عبد الحميد بن يحيى أبو القاسم	ياقوت الحموي	 DQ 	 2 	 1460 	12	شعراء زوزن
محمد بن عبد الله أبو المظفر	ياقوت الحموي	 DQ 	 2 	 1460 	12	شعراء زوزن
الريباس أم كلثوم	محمد بن عبد الله الانصاري أبو طالب	 DQ 	 1 	 106 	1	طبقات شعراء البدو والحجاز
محمد بن عبد الله الانصاري أبو طالب	الواساني	 DQ 	 1 	 171 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
علوة	محمد بن عبد الله الانصاري أبو طالب	 DQ 	 1 	 204 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
علوة	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 204 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
محمد بن عبد الله الانصاري أبو طالب	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 204 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
محمد بن عبد الله الانصاري أبو طالب	هبة الله بن عبد الله الانصاري أبو الفضائل	 DQ 	 1 	 217 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أنس بن مالك	الباخرزي	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أنس بن مالك	حمد بن علي النيرماني أبو المفاخر	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أنس بن مالك	محمد بن عبد الله الانصاري أبو طالب	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أنس بن مالك	ياقوت الحموي	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الباخرزي	حمد بن علي النيرماني أبو المفاخر	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الباخرزي	محمد بن عبد الله الانصاري أبو طالب	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
الباخرزي	ياقوت الحموي	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
حمد بن علي النيرماني أبو المفاخر	محمد بن عبد الله الانصاري أبو طالب	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
حمد بن علي النيرماني أبو المفاخر	ياقوت الحموي	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
محمد بن عبد الله الانصاري أبو طالب	ياقوت الحموي	 DQ 	 1 	 545 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو تمام	محمد بن عبد الله المطابي أبو بكر	 DQ 	 3 	 1514 	13	[backmatter]
أبو تمام	يعقوب بن أحمد النيسابوري	 DQ 	 3 	 1514 	13	[backmatter]
محمد بن عبد الله المطابي أبو بكر	يعقوب بن أحمد النيسابوري	 DQ 	 3 	 1514 	13	[backmatter]
أبو جعفر البحاثي	أبو محمد العبدلكاني الزوزني	 DQ 	 2 	 835 	7	شعراء بلخ
أبو جعفر البحاثي	أبو محمد الحمداني	 DQ 	 2 	 835 	7	شعراء بلخ
أبو جعفر البحاثي	محمد بن عبد الله الرزجاهي أبو عمرو	 DQ 	 2 	 835 	7	شعراء بلخ
أبو محمد العبدلكاني الزوزني	أبو محمد الحمداني	 DQ 	 2 	 835 	7	شعراء بلخ
أبو محمد العبدلكاني الزوزني	محمد بن عبد الله الرزجاهي أبو عمرو	 DQ 	 2 	 835 	7	شعراء بلخ
أبو محمد الحمداني	محمد بن عبد الله الرزجاهي أبو عمرو	 DQ 	 2 	 835 	7	شعراء بلخ
ألب أرسلان السلطان السلجوقي	الباخرزي	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	حاتم الطائي	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	الصفدي	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	 علي بن موسى الموسوي أبو القاسم	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	القائم بأمر الله	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	محمد بن عبد الله الحسيني العلوي أبو الحسن	 DQ 	 2 	 741 	6	?
ألب أرسلان السلطان السلجوقي	هاشم	 DQ 	 2 	 741 	6	?
الباخرزي	حاتم الطائي	 DQ 	 2 	 741 	6	?
الباخرزي	الصفدي	 DQ 	 2 	 741 	6	?
الباخرزي	 علي بن موسى الموسوي أبو القاسم	 DQ 	 2 	 741 	6	?
الباخرزي	القائم بأمر الله	 DQ 	 2 	 741 	6	?
الباخرزي	محمد بن عبد الله الحسيني العلوي أبو الحسن	 DQ 	 2 	 741 	6	?
الباخرزي	هاشم	 DQ 	 2 	 741 	6	?
حاتم الطائي	الصفدي	 DQ 	 2 	 741 	6	?
حاتم الطائي	 علي بن موسى الموسوي أبو القاسم	 DQ 	 2 	 741 	6	?
حاتم الطائي	القائم بأمر الله	 DQ 	 2 	 741 	6	?
حاتم الطائي	محمد بن عبد الله الحسيني العلوي أبو الحسن	 DQ 	 2 	 741 	6	?
حاتم الطائي	هاشم	 DQ 	 2 	 741 	6	?
الصفدي	 علي بن موسى الموسوي أبو القاسم	 DQ 	 2 	 741 	6	?
الصفدي	القائم بأمر الله	 DQ 	 2 	 741 	6	?
الصفدي	محمد بن عبد الله الحسيني العلوي أبو الحسن	 DQ 	 2 	 741 	6	?
الصفدي	هاشم	 DQ 	 2 	 741 	6	?
 علي بن موسى الموسوي أبو القاسم	القائم بأمر الله	 DQ 	 2 	 741 	6	?
 علي بن موسى الموسوي أبو القاسم	محمد بن عبد الله الحسيني العلوي أبو الحسن	 DQ 	 2 	 741 	6	?
